Subject,Experiment,Pilot,Type,Condition,,Chunk.Time,Response.Time,Response,Total.Time
ak1999,2,1,experimental_trial,B,4,1225,1099,Totally complete,8996
,,,,,,,,,
ak1999,2,1,experimental_trial,B,5,1503,1099,Totally complete,8996
,,,,,,,,,
ak1999,2,1,experimental_trial,B,6,1508,1099,Totally complete,8996
,,,,,,,,,
ak1999,2,1,experimental_trial,A,0,1093,4192,Somewhat complete,7853
,,,,,,,,,
ak1999,2,1,experimental_trial,A,1,1145,4192,Somewhat complete,7853
,,,,,,,,,
ak1999,2,1,experimental_trial,A,2,1084,4192,Somewhat complete,7853
,,,,,,,,,
ak1999,2,1,experimental_trial,A,3,1100,4192,Somewhat complete,7853
,,,,,,,,,
ak1999,2,1,experimental_trial,A,4,1089,4192,Somewhat complete,7853
,,,,,,,,,
ak1999,2,1,experimental_trial,A,5,1188,4192,Somewhat complete,7853
,,,,,,,,,
ak1999,2,1,experimental_trial,A,6,1154,4192,Somewhat complete,7853
,,,,,,,,,
ak1999,2,1,experimental_trial,A,0,1236,2322,Somewhat complete,9406
,,,,,,,,,
ak1999,2,1,experimental_trial,A,1,1306,2322,Somewhat complete,9406
,,,,,,,,,
ak1999,2,1,experimental_trial,A,2,1442,2322,Somewhat complete,9406
,,,,,,,,,
ak1999,2,1,experimental_trial,A,3,1409,2322,Somewhat complete,9406
,,,,,,,,,
ak1999,2,1,experimental_trial,A,4,1237,2322,Somewhat complete,9406
,,,,,,,,,
ak1999,2,1,experimental_trial,A,5,1297,2322,Somewhat complete,9406
,,,,,,,,,
ak1999,2,1,experimental_trial,A,6,1479,2322,Somewhat complete,9406
,,,,,,,,,
ak1999,2,1,filler,1,0,1238,2162,Somewhat incomplete,9149
,,,,,,,,,
ak1999,2,1,filler,1,1,1368,2162,Somewhat incomplete,9149
,,,,,,,,,
ak1999,2,1,filler,1,2,1270,2162,Somewhat incomplete,9149
,,,,,,,,,
ak1999,2,1,filler,1,3,1328,2162,Somewhat incomplete,9149
,,,,,,,,,
ak1999,2,1,filler,1,4,1226,2162,Somewhat incomplete,9149
,,,,,,,,,
ak1999,2,1,filler,1,5,1311,2162,Somewhat incomplete,9149
,,,,,,,,,
ak1999,2,1,filler,1,6,1408,2162,Somewhat incomplete,9149
,,,,,,,,,
ak1999,2,1,filler,3,0,1361,4859,Somewhat complete,9847
,,,,,,,,,
ak1999,2,1,filler,3,1,1280,4859,Somewhat complete,9847
,,,,,,,,,
ak1999,2,1,filler,3,2,1392,4859,Somewhat complete,9847
,,,,,,,,,
ak1999,2,1,filler,3,3,1381,4859,Somewhat complete,9847
,,,,,,,,,
ak1999,2,1,filler,3,4,1320,4859,Somewhat complete,9847
,,,,,,,,,
ak1999,2,1,filler,3,5,1494,4859,Somewhat complete,9847
,,,,,,,,,
ak1999,2,1,filler,3,6,1619,4859,Somewhat complete,9847
,,,,,,,,,
ak1999,2,1,experimental_trial,C,0,1367,9098,Totally complete,12971
,,,,,,,,,
ak1999,2,1,experimental_trial,C,1,3657,9098,Totally complete,12971
,,,,,,,,,
ak1999,2,1,experimental_trial,C,2,1333,9098,Totally complete,12971
,,,,,,,,,
ak1999,2,1,experimental_trial,C,3,1352,9098,Totally complete,12971
,,,,,,,,,
ak1999,2,1,experimental_trial,C,4,1381,9098,Totally complete,12971
,,,,,,,,,
ak1999,2,1,experimental_trial,C,5,1414,9098,Totally complete,12971
,,,,,,,,,
ak1999,2,1,experimental_trial,C,6,2467,9098,Totally complete,12971
,,,,,,,,,
ak1999,2,1,experimental_trial,C,0,1150,1805,Somewhat complete,8589
,,,,,,,,,
ak1999,2,1,experimental_trial,C,1,1255,1805,Somewhat complete,8589
,,,,,,,,,
ak1999,2,1,experimental_trial,C,2,1363,1805,Somewhat complete,8589
,,,,,,,,,
ak1999,2,1,experimental_trial,C,3,1137,1805,Somewhat complete,8589
,,,,,,,,,
ak1999,2,1,experimental_trial,C,4,1180,1805,Somewhat complete,8589
,,,,,,,,,
ak1999,2,1,experimental_trial,C,5,1193,1805,Somewhat complete,8589
,,,,,,,,,
ak1999,2,1,experimental_trial,C,6,1311,1805,Somewhat complete,8589
,,,,,,,,,
ak1999,2,1,experimental_trial,A,0,1013,1861,Somewhat incomplete,7952
,,,,,,,,,
ak1999,2,1,experimental_trial,A,1,1118,1861,Somewhat incomplete,7952
,,,,,,,,,
ak1999,2,1,experimental_trial,A,2,1035,1861,Somewhat incomplete,7952
,,,,,,,,,
ak1999,2,1,experimental_trial,A,3,1180,1861,Somewhat incomplete,7952
,,,,,,,,,
ak1999,2,1,experimental_trial,A,4,1314,1861,Somewhat incomplete,7952
,,,,,,,,,
ak1999,2,1,experimental_trial,A,5,1163,1861,Somewhat incomplete,7952
,,,,,,,,,
ak1999,2,1,experimental_trial,A,6,1129,1861,Somewhat incomplete,7952
,,,,,,,,,
ak1999,2,1,experimental_trial,C,0,962,2665,Somewhat incomplete,6738
,,,,,,,,,
ak1999,2,1,experimental_trial,C,1,888,2665,Somewhat incomplete,6738
,,,,,,,,,
ak1999,2,1,experimental_trial,C,2,984,2665,Somewhat incomplete,6738
,,,,,,,,,
ak1999,2,1,experimental_trial,C,3,910,2665,Somewhat incomplete,6738
,,,,,,,,,
ak1999,2,1,experimental_trial,C,4,975,2665,Somewhat incomplete,6738
,,,,,,,,,
ak1999,2,1,experimental_trial,C,5,965,2665,Somewhat incomplete,6738
,,,,,,,,,
ak1999,2,1,experimental_trial,C,6,1054,2665,Somewhat incomplete,6738
,,,,,,,,,
ak1999,2,1,experimental_trial,C,0,941,1014,Somewhat incomplete,6703
,,,,,,,,,
ak1999,2,1,experimental_trial,C,1,878,1014,Somewhat incomplete,6703
,,,,,,,,,
ak1999,2,1,experimental_trial,C,2,905,1014,Somewhat incomplete,6703
,,,,,,,,,
ak1999,2,1,experimental_trial,C,3,943,1014,Somewhat incomplete,6703
,,,,,,,,,
ak1999,2,1,experimental_trial,C,4,972,1014,Somewhat incomplete,6703
,,,,,,,,,
ak1999,2,1,experimental_trial,C,5,972,1014,Somewhat incomplete,6703
,,,,,,,,,
ak1999,2,1,experimental_trial,C,6,1092,1014,Somewhat incomplete,6703
,,,,,,,,,
ak1999,2,1,filler,1,0,973,1211,Totally incomplete,7309
,,,,,,,,,
ak1999,2,1,filler,1,1,939,1211,Totally incomplete,7309
,,,,,,,,,
ak1999,2,1,filler,1,2,1039,1211,Totally incomplete,7309
,,,,,,,,,
ak1999,2,1,filler,1,3,1067,1211,Totally incomplete,7309
,,,,,,,,,
ak1999,2,1,filler,1,4,1107,1211,Totally incomplete,7309
,,,,,,,,,
ak1999,2,1,filler,1,5,1078,1211,Totally incomplete,7309
,,,,,,,,,
ak1999,2,1,filler,1,6,1106,1211,Totally incomplete,7309
,,,,,,,,,
ak1999,2,1,experimental_trial,A,0,956,1399,Somewhat complete,7848
,,,,,,,,,
ak1999,2,1,experimental_trial,A,1,1020,1399,Somewhat complete,7848
,,,,,,,,,
ak1999,2,1,experimental_trial,A,2,1052,1399,Somewhat complete,7848
,,,,,,,,,
ak1999,2,1,experimental_trial,A,3,1183,1399,Somewhat complete,7848
,,,,,,,,,
ak1999,2,1,experimental_trial,A,4,1207,1399,Somewhat complete,7848
,,,,,,,,,
ak1999,2,1,experimental_trial,A,5,1155,1399,Somewhat complete,7848
,,,,,,,,,
ak1999,2,1,experimental_trial,A,6,1275,1399,Somewhat complete,7848
,,,,,,,,,
ak1999,2,1,experimental_trial,B,0,1212,2419,Somewhat complete,9056
,,,,,,,,,
ak1999,2,1,experimental_trial,B,1,1129,2419,Somewhat complete,9056
,,,,,,,,,
ak1999,2,1,experimental_trial,B,2,1199,2419,Somewhat complete,9056
,,,,,,,,,
ak1999,2,1,experimental_trial,B,3,1176,2419,Somewhat complete,9056
,,,,,,,,,
ak1999,2,1,experimental_trial,B,4,1145,2419,Somewhat complete,9056
,,,,,,,,,
ak1999,2,1,experimental_trial,B,5,1296,2419,Somewhat complete,9056
,,,,,,,,,
ak1999,2,1,experimental_trial,B,6,1899,2419,Somewhat complete,9056
,,,,,,,,,
mk,2,1,filler,1,0,1403,2595,Somewhat complete,8901
mk,2,1,filler,1,1,1135,2595,Somewhat complete,8901
mk,2,1,filler,1,2,1222,2595,Somewhat complete,8901
mk,2,1,filler,1,3,1286,2595,Somewhat complete,8901
mk,2,1,filler,1,4,1173,2595,Somewhat complete,8901
mk,2,1,filler,1,5,988,2595,Somewhat complete,8901
mk,2,1,filler,1,6,1694,2595,Somewhat complete,8901
mk,2,1,experimental_trial,B,0,975,1413,Totally complete,9578
mk,2,1,experimental_trial,B,1,1103,1413,Totally complete,9578
mk,2,1,experimental_trial,B,2,989,1413,Totally complete,9578
mk,2,1,experimental_trial,B,3,1065,1413,Totally complete,9578
mk,2,1,experimental_trial,B,4,1111,1413,Totally complete,9578
mk,2,1,experimental_trial,B,5,1078,1413,Totally complete,9578
mk,2,1,experimental_trial,B,6,3257,1413,Totally complete,9578
mk,2,1,filler,3,0,1056,5949,Totally incomplete,10250
mk,2,1,filler,3,1,1070,5949,Totally incomplete,10250
mk,2,1,filler,3,2,1004,5949,Totally incomplete,10250
mk,2,1,filler,3,3,1023,5949,Totally incomplete,10250
mk,2,1,filler,3,4,1045,5949,Totally incomplete,10250
mk,2,1,filler,3,5,990,5949,Totally incomplete,10250
mk,2,1,filler,3,6,4062,5949,Totally incomplete,10250
mk,2,1,experimental_trial,A,0,987,3550,Somewhat complete,15603
mk,2,1,experimental_trial,A,1,1073,3550,Somewhat complete,15603
mk,2,1,experimental_trial,A,2,987,3550,Somewhat complete,15603
mk,2,1,experimental_trial,A,3,1174,3550,Somewhat complete,15603
mk,2,1,experimental_trial,A,4,1097,3550,Somewhat complete,15603
mk,2,1,experimental_trial,A,5,1027,3550,Somewhat complete,15603
mk,2,1,experimental_trial,A,6,9258,3550,Somewhat complete,15603
mk,2,1,experimental_trial,A,0,953,1457,Somewhat incomplete,8263
mk,2,1,experimental_trial,A,1,957,1457,Somewhat incomplete,8263
mk,2,1,experimental_trial,A,2,845,1457,Somewhat incomplete,8263
mk,2,1,experimental_trial,A,3,1014,1457,Somewhat incomplete,8263
mk,2,1,experimental_trial,A,4,898,1457,Somewhat incomplete,8263
mk,2,1,experimental_trial,A,5,999,1457,Somewhat incomplete,8263
mk,2,1,experimental_trial,A,6,2597,1457,Somewhat incomplete,8263
mk,2,1,experimental_trial,C,0,976,954,Totally complete,8072
mk,2,1,experimental_trial,C,1,870,954,Totally complete,8072
mk,2,1,experimental_trial,C,2,878,954,Totally complete,8072
mk,2,1,experimental_trial,C,3,1031,954,Totally complete,8072
mk,2,1,experimental_trial,C,4,978,954,Totally complete,8072
mk,2,1,experimental_trial,C,5,1018,954,Totally complete,8072
mk,2,1,experimental_trial,C,6,2321,954,Totally complete,8072
mk,2,1,filler,3,0,1007,1469,Totally incomplete,6814
mk,2,1,filler,3,1,890,1469,Totally incomplete,6814
mk,2,1,filler,3,2,854,1469,Totally incomplete,6814
mk,2,1,filler,3,3,976,1469,Totally incomplete,6814
mk,2,1,filler,3,4,1062,1469,Totally incomplete,6814
mk,2,1,filler,3,5,963,1469,Totally incomplete,6814
mk,2,1,filler,3,6,1062,1469,Totally incomplete,6814
mk,2,1,experimental_trial,A,0,1052,1097,Somewhat complete,8292
mk,2,1,experimental_trial,A,1,1047,1097,Somewhat complete,8292
mk,2,1,experimental_trial,A,2,977,1097,Somewhat complete,8292
mk,2,1,experimental_trial,A,3,1091,1097,Somewhat complete,8292
mk,2,1,experimental_trial,A,4,1082,1097,Somewhat complete,8292
mk,2,1,experimental_trial,A,5,1246,1097,Somewhat complete,8292
mk,2,1,experimental_trial,A,6,1797,1097,Somewhat complete,8292
mk,2,1,experimental_trial,A,0,1122,2720,Totally complete,8571
mk,2,1,experimental_trial,A,1,1113,2720,Totally complete,8571
mk,2,1,experimental_trial,A,2,1014,2720,Totally complete,8571
mk,2,1,experimental_trial,A,3,1091,2720,Totally complete,8571
mk,2,1,experimental_trial,A,4,964,2720,Totally complete,8571
mk,2,1,experimental_trial,A,5,1002,2720,Totally complete,8571
mk,2,1,experimental_trial,A,6,2265,2720,Totally complete,8571
mk,2,1,filler,3,0,913,934,Totally incomplete,7099
mk,2,1,filler,3,1,890,934,Totally incomplete,7099
mk,2,1,filler,3,2,1012,934,Totally incomplete,7099
mk,2,1,filler,3,3,1010,934,Totally incomplete,7099
mk,2,1,filler,3,4,1008,934,Totally incomplete,7099
mk,2,1,filler,3,5,1119,934,Totally incomplete,7099
mk,2,1,filler,3,6,1147,934,Totally incomplete,7099
mk,2,1,filler,2,0,1111,897,Totally incomplete,7260
mk,2,1,filler,2,1,1077,897,Totally incomplete,7260
mk,2,1,filler,2,2,1001,897,Totally incomplete,7260
mk,2,1,filler,2,3,967,897,Totally incomplete,7260
mk,2,1,filler,2,4,978,897,Totally incomplete,7260
mk,2,1,filler,2,5,1023,897,Totally incomplete,7260
mk,2,1,filler,2,6,1103,897,Totally incomplete,7260
mk,2,1,experimental_trial,B,0,925,877,Totally complete,8106
mk,2,1,experimental_trial,B,1,1046,877,Totally complete,8106
mk,2,1,experimental_trial,B,2,995,877,Totally complete,8106
mk,2,1,experimental_trial,B,3,978,877,Totally complete,8106
mk,2,1,experimental_trial,B,4,975,877,Totally complete,8106
mk,2,1,experimental_trial,B,5,1022,877,Totally complete,8106
mk,2,1,experimental_trial,B,6,2165,877,Totally complete,8106
mk,2,1,experimental_trial,A,0,994,1472,Somewhat complete,7760
mk,2,1,experimental_trial,A,1,972,1472,Somewhat complete,7760
mk,2,1,experimental_trial,A,2,923,1472,Somewhat complete,7760
mk,2,1,experimental_trial,A,3,1096,1472,Somewhat complete,7760
mk,2,1,experimental_trial,A,4,1074,1472,Somewhat complete,7760
mk,2,1,experimental_trial,A,5,1162,1472,Somewhat complete,7760
mk,2,1,experimental_trial,A,6,1539,1472,Somewhat complete,7760
mk,2,1,filler,2,0,852,832,Totally incomplete,6758
mk,2,1,filler,2,1,970,832,Totally incomplete,6758
mk,2,1,filler,2,2,1012,832,Totally incomplete,6758
mk,2,1,filler,2,3,972,832,Totally incomplete,6758
mk,2,1,filler,2,4,961,832,Totally incomplete,6758
mk,2,1,filler,2,5,984,832,Totally incomplete,6758
mk,2,1,filler,2,6,1007,832,Totally incomplete,6758
mk,2,1,experimental_trial,B,0,1061,556,Totally complete,7703
mk,2,1,experimental_trial,B,1,1108,556,Totally complete,7703
mk,2,1,experimental_trial,B,2,1009,556,Totally complete,7703
mk,2,1,experimental_trial,B,3,1027,556,Totally complete,7703
mk,2,1,experimental_trial,B,4,1036,556,Totally complete,7703
mk,2,1,experimental_trial,B,5,1014,556,Totally complete,7703
mk,2,1,experimental_trial,B,6,1448,556,Totally complete,7703
mk,2,1,experimental_trial,C,0,1017,558,Totally complete,6748
mk,2,1,experimental_trial,C,1,944,558,Totally complete,6748
mk,2,1,experimental_trial,C,2,1020,558,Totally complete,6748
mk,2,1,experimental_trial,C,3,996,558,Totally complete,6748
mk,2,1,experimental_trial,C,4,944,558,Totally complete,6748
mk,2,1,experimental_trial,C,5,1003,558,Totally complete,6748
mk,2,1,experimental_trial,C,6,824,558,Totally complete,6748
mk,2,1,experimental_trial,C,0,975,3090,Somewhat complete,7132
mk,2,1,experimental_trial,C,1,931,3090,Somewhat complete,7132
mk,2,1,experimental_trial,C,2,1000,3090,Somewhat complete,7132
mk,2,1,experimental_trial,C,3,909,3090,Somewhat complete,7132
mk,2,1,experimental_trial,C,4,954,3090,Somewhat complete,7132
mk,2,1,experimental_trial,C,5,1062,3090,Somewhat complete,7132
mk,2,1,experimental_trial,C,6,1301,3090,Somewhat complete,7132
mk,2,1,experimental_trial,C,0,1060,1102,Totally complete,9501
mk,2,1,experimental_trial,C,1,1004,1102,Totally complete,9501
mk,2,1,experimental_trial,C,2,978,1102,Totally complete,9501
mk,2,1,experimental_trial,C,3,1139,1102,Totally complete,9501
mk,2,1,experimental_trial,C,4,1033,1102,Totally complete,9501
mk,2,1,experimental_trial,C,5,1196,1102,Totally complete,9501
mk,2,1,experimental_trial,C,6,3091,1102,Totally complete,9501
mk,2,1,filler,1,0,1044,1261,Totally incomplete,7717
mk,2,1,filler,1,1,1094,1261,Totally incomplete,7717
mk,2,1,filler,1,2,1047,1261,Totally incomplete,7717
mk,2,1,filler,1,3,1081,1261,Totally incomplete,7717
mk,2,1,filler,1,4,1088,1261,Totally incomplete,7717
mk,2,1,filler,1,5,1217,1261,Totally incomplete,7717
mk,2,1,filler,1,6,1146,1261,Totally incomplete,7717
mk,2,1,experimental_trial,C,0,1012,4265,Totally complete,7419
mk,2,1,experimental_trial,C,1,1041,4265,Totally complete,7419
mk,2,1,experimental_trial,C,2,1005,4265,Totally complete,7419
mk,2,1,experimental_trial,C,3,1060,4265,Totally complete,7419
mk,2,1,experimental_trial,C,4,1124,4265,Totally complete,7419
mk,2,1,experimental_trial,C,5,1128,4265,Totally complete,7419
mk,2,1,experimental_trial,C,6,1049,4265,Totally complete,7419
mk,2,1,filler,1,0,1067,968,Somewhat incomplete,7335
mk,2,1,filler,1,1,988,968,Somewhat incomplete,7335
mk,2,1,filler,1,2,1004,968,Somewhat incomplete,7335
mk,2,1,filler,1,3,903,968,Somewhat incomplete,7335
mk,2,1,filler,1,4,1039,968,Somewhat incomplete,7335
mk,2,1,filler,1,5,1042,968,Somewhat incomplete,7335
mk,2,1,filler,1,6,1292,968,Somewhat incomplete,7335
mk,2,1,experimental_trial,A,0,1087,6671,Somewhat complete,8219
mk,2,1,experimental_trial,A,1,980,6671,Somewhat complete,8219
mk,2,1,experimental_trial,A,2,951,6671,Somewhat complete,8219
mk,2,1,experimental_trial,A,3,1006,6671,Somewhat complete,8219
mk,2,1,experimental_trial,A,4,946,6671,Somewhat complete,8219
mk,2,1,experimental_trial,A,5,994,6671,Somewhat complete,8219
mk,2,1,experimental_trial,A,6,2255,6671,Somewhat complete,8219
mk,2,1,experimental_trial,B,0,985,635,Totally complete,6965
mk,2,1,experimental_trial,B,1,1025,635,Totally complete,6965
mk,2,1,experimental_trial,B,2,965,635,Totally complete,6965
mk,2,1,experimental_trial,B,3,1147,635,Totally complete,6965
mk,2,1,experimental_trial,B,4,1009,635,Totally complete,6965
mk,2,1,experimental_trial,B,5,1055,635,Totally complete,6965
mk,2,1,experimental_trial,B,6,779,635,Totally complete,6965
mk,2,1,experimental_trial,B,0,944,916,Totally complete,6721
mk,2,1,experimental_trial,B,1,1009,916,Totally complete,6721
mk,2,1,experimental_trial,B,2,1005,916,Totally complete,6721
mk,2,1,experimental_trial,B,3,1049,916,Totally complete,6721
mk,2,1,experimental_trial,B,4,987,916,Totally complete,6721
mk,2,1,experimental_trial,B,5,1081,916,Totally complete,6721
mk,2,1,experimental_trial,B,6,646,916,Totally complete,6721
mk,2,1,filler,2,0,983,4179,Somewhat incomplete,6391
mk,2,1,filler,2,1,929,4179,Somewhat incomplete,6391
mk,2,1,filler,2,2,939,4179,Somewhat incomplete,6391
mk,2,1,filler,2,3,841,4179,Somewhat incomplete,6391
mk,2,1,filler,2,4,865,4179,Somewhat incomplete,6391
mk,2,1,filler,2,5,918,4179,Somewhat incomplete,6391
mk,2,1,filler,2,6,916,4179,Somewhat incomplete,6391
mk,2,1,experimental_trial,C,0,878,743,Totally complete,6412
mk,2,1,experimental_trial,C,1,919,743,Totally complete,6412
mk,2,1,experimental_trial,C,2,859,743,Totally complete,6412
mk,2,1,experimental_trial,C,3,915,743,Totally complete,6412
mk,2,1,experimental_trial,C,4,994,743,Totally complete,6412
mk,2,1,experimental_trial,C,5,1008,743,Totally complete,6412
mk,2,1,experimental_trial,C,6,839,743,Totally complete,6412
mk,2,1,experimental_trial,B,0,765,656,Totally complete,6970
mk,2,1,experimental_trial,B,1,940,656,Totally complete,6970
mk,2,1,experimental_trial,B,2,839,656,Totally complete,6970
mk,2,1,experimental_trial,B,3,971,656,Totally complete,6970
mk,2,1,experimental_trial,B,4,850,656,Totally complete,6970
mk,2,1,experimental_trial,B,5,945,656,Totally complete,6970
mk,2,1,experimental_trial,B,6,1660,656,Totally complete,6970
md,2,1,experimental_trial,C,0,2002,4439,Somewhat incomplete,11165
md,2,1,experimental_trial,C,1,1571,4439,Somewhat incomplete,11165
md,2,1,experimental_trial,C,2,1494,4439,Somewhat incomplete,11165
md,2,1,experimental_trial,C,3,1576,4439,Somewhat incomplete,11165
md,2,1,experimental_trial,C,4,1487,4439,Somewhat incomplete,11165
md,2,1,experimental_trial,C,5,1533,4439,Somewhat incomplete,11165
md,2,1,experimental_trial,C,6,1502,4439,Somewhat incomplete,11165
md,2,1,filler,2,0,1532,5221,Totally incomplete,9325
md,2,1,filler,2,1,1343,5221,Totally incomplete,9325
md,2,1,filler,2,2,1204,5221,Totally incomplete,9325
md,2,1,filler,2,3,1307,5221,Totally incomplete,9325
md,2,1,filler,2,4,1288,5221,Totally incomplete,9325
md,2,1,filler,2,5,1295,5221,Totally incomplete,9325
md,2,1,filler,2,6,1356,5221,Totally incomplete,9325
md,2,1,experimental_trial,C,0,1701,4991,Somewhat complete,11696
md,2,1,experimental_trial,C,1,1768,4991,Somewhat complete,11696
md,2,1,experimental_trial,C,2,1607,4991,Somewhat complete,11696
md,2,1,experimental_trial,C,3,1617,4991,Somewhat complete,11696
md,2,1,experimental_trial,C,4,1608,4991,Somewhat complete,11696
md,2,1,experimental_trial,C,5,1684,4991,Somewhat complete,11696
md,2,1,experimental_trial,C,6,1711,4991,Somewhat complete,11696
md,2,1,experimental_trial,B,0,1757,1554,Totally complete,11728
md,2,1,experimental_trial,B,1,1788,1554,Totally complete,11728
md,2,1,experimental_trial,B,2,1541,1554,Totally complete,11728
md,2,1,experimental_trial,B,3,1603,1554,Totally complete,11728
md,2,1,experimental_trial,B,4,1583,1554,Totally complete,11728
md,2,1,experimental_trial,B,5,1650,1554,Totally complete,11728
md,2,1,experimental_trial,B,6,1806,1554,Totally complete,11728
md,2,1,filler,3,0,1514,4181,Somewhat incomplete,10249
md,2,1,filler,3,1,1389,4181,Somewhat incomplete,10249
md,2,1,filler,3,2,1386,4181,Somewhat incomplete,10249
md,2,1,filler,3,3,1509,4181,Somewhat incomplete,10249
md,2,1,filler,3,4,1291,4181,Somewhat incomplete,10249
md,2,1,filler,3,5,1557,4181,Somewhat incomplete,10249
md,2,1,filler,3,6,1603,4181,Somewhat incomplete,10249
md,2,1,filler,3,0,1502,2754,Totally incomplete,11352
md,2,1,filler,3,1,1704,2754,Totally incomplete,11352
md,2,1,filler,3,2,1491,2754,Totally incomplete,11352
md,2,1,filler,3,3,1615,2754,Totally incomplete,11352
md,2,1,filler,3,4,1471,2754,Totally incomplete,11352
md,2,1,filler,3,5,1694,2754,Totally incomplete,11352
md,2,1,filler,3,6,1875,2754,Totally incomplete,11352
md,2,1,filler,1,0,1563,1116,Somewhat complete,10922
md,2,1,filler,1,1,1469,1116,Somewhat complete,10922
md,2,1,filler,1,2,1462,1116,Somewhat complete,10922
md,2,1,filler,1,3,1670,1116,Somewhat complete,10922
md,2,1,filler,1,4,1324,1116,Somewhat complete,10922
md,2,1,filler,1,5,1517,1116,Somewhat complete,10922
md,2,1,filler,1,6,1917,1116,Somewhat complete,10922
md,2,1,experimental_trial,A,0,1463,4739,Somewhat complete,10705
md,2,1,experimental_trial,A,1,1649,4739,Somewhat complete,10705
md,2,1,experimental_trial,A,2,1385,4739,Somewhat complete,10705
md,2,1,experimental_trial,A,3,1674,4739,Somewhat complete,10705
md,2,1,experimental_trial,A,4,1580,4739,Somewhat complete,10705
md,2,1,experimental_trial,A,5,1439,4739,Somewhat complete,10705
md,2,1,experimental_trial,A,6,1515,4739,Somewhat complete,10705
md,2,1,experimental_trial,C,0,1405,1692,Totally incomplete,9750
md,2,1,experimental_trial,C,1,1441,1692,Totally incomplete,9750
md,2,1,experimental_trial,C,2,1324,1692,Totally incomplete,9750
md,2,1,experimental_trial,C,3,1383,1692,Totally incomplete,9750
md,2,1,experimental_trial,C,4,1271,1692,Totally incomplete,9750
md,2,1,experimental_trial,C,5,1464,1692,Totally incomplete,9750
md,2,1,experimental_trial,C,6,1462,1692,Totally incomplete,9750
md,2,1,filler,1,0,1311,1014,Totally incomplete,9531
md,2,1,filler,1,1,1461,1014,Totally incomplete,9531
md,2,1,filler,1,2,1163,1014,Totally incomplete,9531
md,2,1,filler,1,3,1482,1014,Totally incomplete,9531
md,2,1,filler,1,4,1317,1014,Totally incomplete,9531
md,2,1,filler,1,5,1450,1014,Totally incomplete,9531
md,2,1,filler,1,6,1347,1014,Totally incomplete,9531
md,2,1,experimental_trial,B,0,1325,1706,Totally complete,9602
md,2,1,experimental_trial,B,1,1577,1706,Totally complete,9602
md,2,1,experimental_trial,B,2,1182,1706,Totally complete,9602
md,2,1,experimental_trial,B,3,1548,1706,Totally complete,9602
md,2,1,experimental_trial,B,4,1142,1706,Totally complete,9602
md,2,1,experimental_trial,B,5,1268,1706,Totally complete,9602
md,2,1,experimental_trial,B,6,1560,1706,Totally complete,9602
md,2,1,filler,2,0,1480,1143,Somewhat incomplete,9671
md,2,1,filler,2,1,1529,1143,Somewhat incomplete,9671
md,2,1,filler,2,2,1168,1143,Somewhat incomplete,9671
md,2,1,filler,2,3,1468,1143,Somewhat incomplete,9671
md,2,1,filler,2,4,1196,1143,Somewhat incomplete,9671
md,2,1,filler,2,5,1309,1143,Somewhat incomplete,9671
md,2,1,filler,2,6,1521,1143,Somewhat incomplete,9671
md,2,1,experimental_trial,B,0,1359,1674,Totally complete,9477
md,2,1,experimental_trial,B,1,1671,1674,Totally complete,9477
md,2,1,experimental_trial,B,2,1201,1674,Totally complete,9477
md,2,1,experimental_trial,B,3,1482,1674,Totally complete,9477
md,2,1,experimental_trial,B,4,1127,1674,Totally complete,9477
md,2,1,experimental_trial,B,5,1028,1674,Totally complete,9477
md,2,1,experimental_trial,B,6,1609,1674,Totally complete,9477
md,2,1,experimental_trial,B,0,1166,1041,Somewhat complete,8849
md,2,1,experimental_trial,B,1,1299,1041,Somewhat complete,8849
md,2,1,experimental_trial,B,2,1101,1041,Somewhat complete,8849
md,2,1,experimental_trial,B,3,1300,1041,Somewhat complete,8849
md,2,1,experimental_trial,B,4,1115,1041,Somewhat complete,8849
md,2,1,experimental_trial,B,5,1367,1041,Somewhat complete,8849
md,2,1,experimental_trial,B,6,1501,1041,Somewhat complete,8849
md,2,1,filler,3,0,1384,2039,Somewhat incomplete,9216
md,2,1,filler,3,1,1396,2039,Somewhat incomplete,9216
md,2,1,filler,3,2,1108,2039,Somewhat incomplete,9216
md,2,1,filler,3,3,1342,2039,Somewhat incomplete,9216
md,2,1,filler,3,4,1072,2039,Somewhat incomplete,9216
md,2,1,filler,3,5,994,2039,Somewhat incomplete,9216
md,2,1,filler,3,6,1920,2039,Somewhat incomplete,9216
md,2,1,experimental_trial,A,0,1317,1307,Totally complete,9624
md,2,1,experimental_trial,A,1,1431,1307,Totally complete,9624
md,2,1,experimental_trial,A,2,1085,1307,Totally complete,9624
md,2,1,experimental_trial,A,3,1552,1307,Totally complete,9624
md,2,1,experimental_trial,A,4,1387,1307,Totally complete,9624
md,2,1,experimental_trial,A,5,1418,1307,Totally complete,9624
md,2,1,experimental_trial,A,6,1434,1307,Totally complete,9624
md,2,1,experimental_trial,B,0,1353,983,Totally complete,8922
md,2,1,experimental_trial,B,1,1696,983,Totally complete,8922
md,2,1,experimental_trial,B,2,1189,983,Totally complete,8922
md,2,1,experimental_trial,B,3,1405,983,Totally complete,8922
md,2,1,experimental_trial,B,4,1203,983,Totally complete,8922
md,2,1,experimental_trial,B,5,1130,983,Totally complete,8922
md,2,1,experimental_trial,B,6,946,983,Totally complete,8922
